gamma,cap,cost_cc
0.5,1,0.7764698748142178
0.5,0,0.8163973776607775
1.0,0,0.7861266978329251
1.0,2,2.883738116113668
2.0,1,0.7764667768067388
1.0,1,0.7765237115896813
0.1,0,0.7931309300069583
0.1,2,2.0452275425118223
2.0,0,0.7752353792352933
2.0,0,0.7766238469297415
0.5,2,3.039343945263175
0.1,0,0.8203858042409171
2.0,2,1.4865890775443964
1.0,0,0.7751783058301016
0.5,0,0.7751795077282873
0.1,1,0.7763948759471248
