gamma,cap,cost_avg
0.5,1,0.9653426589431752
0.5,0,0.3951964667752757
1.0,0,0.735734857425866
1.0,2,1.2886334177692422
2.0,1,0.8609392168469322
1.0,1,0.8850740473265906
0.1,0,0.3915947796443788
0.1,2,1.8167641154391774
2.0,0,0.3865591186011874
2.0,0,0.39277053839746257
0.5,2,1.533724977383915
0.1,0,0.38901930671548096
2.0,2,1.7579040485790456
1.0,0,0.7357295031901097
0.5,0,0.39514668868505987
0.1,1,1.004337649546439
