step,"gamma=0.5,cap=0.5","gamma=0.1,cap=0.1","gamma=2.0,cap=1.0","gamma=0.1,cap=2.0","gamma=1.0,cap=2.0","gamma=0.1,cap=0.5","gamma=0.1,cap=1.0","gamma=2.0,cap=0.1","gamma=2.0,cap=0.5","gamma=2.0,cap=2.0","gamma=0.5,cap=2.0","gamma=0.5,cap=0.1","gamma=1.0,cap=0.1","gamma=0.5,cap=1.0","gamma=1.0,cap=1.0","gamma=1.0,cap=0.5"
400,7.083756941028696e-07,0.6850813627243042,0.028958654031157494,5.600998520094436e-06,7.192844350356609e-06,0.6850805282592773,0.10378361493349075,0.21272136270999908,0.04788362234830856,0.006611315533518791,4.0459144656779245e-06,8.021577286854153e-07,1.1981926945736632e-05,3.701240302689257e-06,9.895891707856208e-06,1.04775672298274e-05
410,7.596697741973912e-07,0.6850804090499878,0.02867121808230877,5.6467397371307015e-06,6.550912985403556e-06,0.6850794553756714,0.10213642567396164,0.24281586706638336,0.04940429702401161,0.0073739648796617985,3.851455403491855e-06,6.924462354618299e-07,8.844239346217364e-06,3.7093382161401678e-06,8.003013135748915e-06,8.408697794948239e-06
420,7.034034297248581e-07,0.6850796937942505,0.02906130626797676,5.651409082929604e-06,6.1758664742228575e-06,0.6850786209106445,0.10253284871578217,0.22898715734481812,0.0595121756196022,0.007409325800836086,3.8080938793427777e-06,6.713951279380126e-07,8.135485586535651e-06,3.7439110656123376e-06,7.389724487438798e-06,7.672391802771017e-06
430,7.25931840861449e-07,0.6850793361663818,0.0287785641849041,5.731727469537873e-06,5.949781552772038e-06,0.6850784420967102,0.10458773374557495,0.2617477774620056,0.07645801454782486,0.007112259045243263,3.681896487250924e-06,7.351451358772465e-07,7.32411399440025e-06,3.734526217158418e-06,6.669513368251501e-06,6.982388185861055e-06
440,7.421099326165859e-07,0.6850792765617371,0.0264170803129673,5.719715773011558e-06,5.687178600055631e-06,0.6850782632827759,0.1115313321352005,0.23745590448379517,0.06504280865192413,0.004390719346702099,3.59319847120787e-06,6.662460236839252e-07,6.667269190074876e-06,3.736301096068928e-06,6.082944310037419e-06,6.382750143529847e-06
450,6.97582834163768e-07,0.6850792765617371,0.025752972811460495,5.8849400375038385e-06,5.426851203083061e-06,0.6850783228874207,0.11344914883375168,0.2756950259208679,0.04418299347162247,0.0028461050242185593,3.501184892229503e-06,6.974005373194814e-07,6.247131750569679e-06,3.797629005930503e-06,5.808999048895203e-06,6.0989204939687625e-06
460,7.150465535232797e-07,0.6850795745849609,0.015151851810514927,5.960979706287617e-06,5.214717930357438e-06,0.6850783228874207,0.08873703330755234,0.24489858746528625,0.101271852850914,0.0014174068346619606,3.349679900566116e-06,7.559913797194895e-07,5.957945631962502e-06,3.7223253457341343e-06,5.6890798987296876e-06,5.874613634659909e-06
470,6.131621717031521e-07,0.68507981300354,0.02817377634346485,6.186083282955224e-06,4.9712389227352105e-06,0.6850786209106445,0.04922626167535782,0.28876763582229614,0.07012742757797241,0.0011255443096160889,3.279254542576382e-06,6.95445748988277e-07,5.765610694652423e-06,3.71343821825576e-06,5.393565515987575e-06,5.641389634547522e-06
480,6.302661859081127e-07,0.6850801706314087,0.01371424924582243,6.255459084059112e-06,4.89150443172548e-06,0.6850789189338684,0.024043401703238487,0.25972989201545715,0.04757149890065193,0.0014109807088971138,3.137850399070885e-06,6.779129648748494e-07,5.648860678775236e-06,3.823849510808941e-06,5.264757419354282e-06,5.45895909453975e-06
490,7.007412818893499e-07,0.6850807070732117,0.008917680010199547,6.3070328906178474e-06,4.729392003355315e-06,0.6850791573524475,0.032297611236572266,0.2999761402606964,0.040088534355163574,0.0019107628613710403,3.2473831197421532e-06,6.710904472129187e-07,5.4935367188591044e-06,3.832826678262791e-06,5.227271230978658e-06,5.364201570046134e-06
500,6.424393177439924e-07,0.6850810647010803,0.029638933017849922,6.533663963637082e-06,4.705732408183394e-06,0.6850794553756714,5.005994898965582e-05,0.28291475772857666,0.04700355604290962,0.0029175924137234688,3.143255753457197e-06,7.415888489958888e-07,5.4259589887806214e-06,3.789246875385288e-06,5.127912118041422e-06,5.333518856787123e-06
510,6.278301611928327e-07,0.6850813627243042,0.01128116063773632,6.531681719934568e-06,4.521663413470378e-06,0.6850798726081848,2.4327067876583897e-05,0.3011915385723114,0.045694731175899506,0.0041022286750376225,3.0274188702605898e-06,6.939349077583756e-07,5.372727173380554e-06,3.940277565561701e-06,4.980440735380398e-06,5.297895768308081e-06
520,6.455226184698404e-07,0.6850814819335938,0.00811709463596344,6.647870577580761e-06,4.439322310645366e-06,0.6850802302360535,1.7254980775760487e-05,0.3025350272655487,0.07343096286058426,0.005395356100052595,2.922985913755838e-06,7.546533424829249e-07,5.308424078975804e-06,4.016562343167607e-06,4.937144694849849e-06,5.241848157311324e-06
530,6.315274276857963e-07,0.6850818395614624,0.010175093077123165,6.549531008204212e-06,4.288169293431565e-06,0.6850804686546326,1.278442687180359e-05,0.2981990575790405,0.07101957499980927,0.0066765486262738705,3.0301903279905673e-06,7.40047539693478e-07,5.302539648255333e-06,4.0343265936826356e-06,4.869747499469668e-06,5.206052264838945e-06
540,5.609354047919624e-07,0.6850823163986206,0.028973128646612167,6.550112630065996e-06,4.160262506047729e-06,0.6850808262825012,1.1161697329953313e-05,0.32640907168388367,0.05697611719369888,0.007279711775481701,2.826636091413093e-06,5.754949370384566e-07,5.246783985057846e-06,4.234403149894206e-06,4.983220151189016e-06,5.3138460316404235e-06
550,5.471132453749306e-07,0.6850825548171997,0.02764931693673134,6.450574801419862e-06,4.267749318387359e-06,0.6850812435150146,1.0552384992479347e-05,0.31743139028549194,0.09111897647380829,0.007616105489432812,2.8612155347218504e-06,6.946798976059654e-07,5.24346705788048e-06,4.124703991692513e-06,4.993545644538244e-06,5.279049219097942e-06
560,5.197618406782567e-07,0.6850829124450684,0.026655113324522972,6.445193776016822e-06,4.056009402120253e-06,0.6850814819335938,1.0344421752961352e-05,0.32874810695648193,0.038397934287786484,0.006927588488906622,2.7335840968589764e-06,6.821356919317623e-07,5.299764779920224e-06,4.300619366404135e-06,4.895635356660932e-06,5.260212674329523e-06
570,6.097978371144563e-07,0.6850831508636475,0.02301483228802681,6.257654604269192e-06,3.9600881791557185e-06,0.6850816607475281,1.0185580322286114e-05,0.33620092272758484,0.0624079555273056,0.005651017185300589,2.6641926069714827e-06,6.844957738394442e-07,5.369417976908153e-06,4.398243163450388e-06,4.971941962139681e-06,5.215438704908593e-06
580,5.974841883471527e-07,0.6850834488868713,0.004997923504561186,5.869238975719782e-06,3.938909230782883e-06,0.6850818991661072,1.0023463801189791e-05,0.3343745470046997,0.03338462486863136,0.004051441792398691,2.764174496405758e-06,6.733392297064711e-07,5.335906280379277e-06,4.539427663985407e-06,5.019478521717247e-06,5.3037647376186214e-06
590,6.444356017709651e-07,0.68508380651474,0.0035164302680641413,5.7572065088606905e-06,3.9166666283563245e-06,0.6850822567939758,1.0004658179241233e-05,0.3393714427947998,0.04926067963242531,0.001520513091236353,2.6640436772140674e-06,5.88338366469543e-07,5.356321253202623e-06,4.665193046093918e-06,4.997037649445701e-06,5.3262260735209566e-06
600,6.771684866180294e-07,0.6850838661193848,0.0031165974214673042,5.5910259106894955e-06,3.892352651746478e-06,0.6850825548171997,9.945085366780404e-06,0.3475443720817566,0.07827900350093842,0.0005854982882738113,2.6748607524496038e-06,6.23337882643682e-07,5.511277777259238e-06,4.796400389750488e-06,5.103369858261431e-06,5.402765054896008e-06
610,5.624660275316273e-07,0.6850842237472534,0.027523493394255638,5.299033546179999e-06,3.727181592694251e-06,0.6850828528404236,9.884074643196072e-06,0.3507066071033478,0.04382731765508652,0.00043737125815823674,2.560841039667139e-06,6.302724386841874e-07,5.606046215689275e-06,4.99110183227458e-06,5.215235432842746e-06,5.534156571229687e-06
620,6.70596591589856e-07,0.6850844621658325,0.026127906516194344,5.035563845012803e-06,3.620516054070322e-06,0.6850830316543579,9.783760106074624e-06,0.3535100221633911,0.029618289321660995,0.00035581443808041513,2.614332061057212e-06,6.504321277134295e-07,5.6789308473526035e-06,5.19445075042313e-06,5.336573394743027e-06,5.641420102620032e-06
630,5.405800607150013e-07,0.6850845813751221,0.024545740336179733,4.8372448873124085e-06,3.6533283491735347e-06,0.6850832104682922,9.843153748079203e-06,0.35824328660964966,0.06980422884225845,0.00042327516712248325,2.5432884740439476e-06,6.595133754672133e-07,5.7650772760098334e-06,5.504536602529697e-06,5.390742899180623e-06,5.684691586793633e-06
640,5.57967439362983e-07,0.6850848197937012,0.02327524684369564,4.5277338358573616e-06,3.6453147913562134e-06,0.6850834488868713,9.77177478489466e-06,0.36417192220687866,0.030344879254698753,0.00030586717184633017,2.545748429838568e-06,6.522479338855192e-07,6.063096407160629e-06,5.694121682608966e-06,5.459911335492507e-06,5.941727977187838e-06
650,6.11184418630728e-07,0.685084879398346,0.022776279598474503,4.278302185412031e-06,3.5521434256224893e-06,0.6850837469100952,9.639241397962905e-06,0.37000319361686707,0.031291402876377106,0.00024214110453613102,2.4419214241788723e-06,6.454533831856679e-07,6.139195647847373e-06,5.8752075347001664e-06,5.687472821591655e-06,6.097035111451987e-06
660,6.013107736180245e-07,0.6850852370262146,0.022416021674871445,4.025968792120693e-06,3.583706075005466e-06,0.68508380651474,9.59775843512034e-06,0.374252051115036,0.02973327785730362,0.00021790619939565659,2.4460234726575436e-06,7.124410217329569e-07,6.276789008552441e-06,6.173187557578785e-06,5.800598955829628e-06,6.23331743554445e-06
